Year;pop;ISO3166_alpha3;ISO3166_numeric;Region;SubRegion;OPEC;EU;OECD;co2_mtco2;coalprod_mtoe;gasprod_mtoe;oilprod_mt
2012;8.956984;SRB;688;Europe;Europe;0;0;0;;7.321496635;;
2013;8.920215;SRB;688;Europe;Europe;0;0;0;;7.72228337;;
2014;8.884712;SRB;688;Europe;Europe;0;0;0;;5.723432075;;
2015;8.85128;SRB;688;Europe;Europe;0;0;0;;7.241321985;;
2016;8.820083;SRB;688;Europe;Europe;0;0;0;;7.259993053;;
2017;8.790574;SRB;688;Europe;Europe;0;0;0;;7.2606146;;
2018;8.762027;SRB;688;Europe;Europe;0;0;0;;6.860070798;;
1965;1.877808;SGP;702;Asia Pacific;Asia Pacific;0;0;0;13.09258056;;;
1966;1.919268;SGP;702;Asia Pacific;Asia Pacific;0;0;0;14.96697986;;;
1967;1.958726;SGP;702;Asia Pacific;Asia Pacific;0;0;0;18.02210684;;;
1968;1.996866;SGP;702;Asia Pacific;Asia Pacific;0;0;0;22.43462047;;;
1969;2.034528;SGP;702;Asia Pacific;Asia Pacific;0;0;0;22.03957111;;;
1970;2.07229;SGP;702;Asia Pacific;Asia Pacific;0;0;0;23.92745443;;;
1971;2.110975;SGP;702;Asia Pacific;Asia Pacific;0;0;0;20.685392;;;
1972;2.150524;SGP;702;Asia Pacific;Asia Pacific;0;0;0;25.93484214;;;
1973;2.189635;SGP;702;Asia Pacific;Asia Pacific;0;0;0;24.21573103;;;
1974;2.226404;SGP;702;Asia Pacific;Asia Pacific;0;0;0;23.90027082;;;
1975;2.259748;SGP;702;Asia Pacific;Asia Pacific;0;0;0;23.51619278;;;
1976;2.288888;SGP;702;Asia Pacific;Asia Pacific;0;0;0;27.86658559;;;
1977;2.315015;SGP;702;Asia Pacific;Asia Pacific;0;0;0;27.96401306;;;
1978;2.341429;SGP;702;Asia Pacific;Asia Pacific;0;0;0;28.49556636;;;
1979;2.372615;SGP;702;Asia Pacific;Asia Pacific;0;0;0;30.35381822;;;
1980;lut.17;SGP;702;Asia Pacific;Asia Pacific;0;0;0;30.14808786;;;
1981;2.460387;SGP;702;Asia Pacific;Asia Pacific;0;0;0;34.73222037;;;
1982;2.517579;SGP;702;Asia Pacific;Asia Pacific;0;0;0;33.67826088;;;
1983;2.580261;SGP;702;Asia Pacific;Asia Pacific;0;0;0;35.72247272;;;
1984;2.643951;SGP;702;Asia Pacific;Asia Pacific;0;0;0;36.80061785;;;
1985;2.705535;SGP;702;Asia Pacific;Asia Pacific;0;0;0;37.26714498;;;
1986;2.763589;SGP;702;Asia Pacific;Asia Pacific;0;0;0;43.41307444;;;
1987;2.819601;SGP;702;Asia Pacific;Asia Pacific;0;0;0;44.8796354;;;
1988;2.876892;SGP;702;Asia Pacific;Asia Pacific;0;0;0;52.23378734;;;
1989;2.940264;SGP;702;Asia Pacific;Asia Pacific;0;0;0;59.94590004;;;
1990;3.012953;SGP;702;Asia Pacific;Asia Pacific;0;0;0;69.83934699;;;
1991;3.09657;SGP;702;Asia Pacific;Asia Pacific;0;0;0;71.38610861;;;
1992;3.189433;SGP;702;Asia Pacific;Asia Pacific;0;0;0;76.5608827;;;
1993;3.287588;SGP;702;Asia Pacific;Asia Pacific;0;0;0;83.3285934;;;
1994;3.38535;SGP;702;Asia Pacific;Asia Pacific;0;0;0;95.96689491;;;
1995;3.478779;SGP;702;Asia Pacific;Asia Pacific;0;0;0;98.85030733;;;
1996;3.566133;SGP;702;Asia Pacific;Asia Pacific;0;0;0;98.6973141;;;
1997;3.649135;SGP;702;Asia Pacific;Asia Pacific;0;0;0;102.6290996;;;
1998;3.73144;SGP;702;Asia Pacific;Asia Pacific;0;0;0;101.582818;;;
1999;3.818462;SGP;702;Asia Pacific;Asia Pacific;0;0;0;100.3844277;;;
2000;3.91396;SGP;702;Asia Pacific;Asia Pacific;0;0;0;107.6720628;;;
2001;4.018779;SGP;702;Asia Pacific;Asia Pacific;0;0;0;118.1801009;;;
2002;4.131208;SGP;702;Asia Pacific;Asia Pacific;0;0;0;112.2509172;;;
2003;4.249295;SGP;702;Asia Pacific;Asia Pacific;0;0;0;104.0578125;;;
2004;4.37004;SGP;702;Asia Pacific;Asia Pacific;0;0;0;116.5368571;;;
2005;4.491042;SGP;702;Asia Pacific;Asia Pacific;0;0;0;127.5285818;;;
2006;4.611901;SGP;702;Asia Pacific;Asia Pacific;0;0;0;140.5719204;;;
2007;4.732528;SGP;702;Asia Pacific;Asia Pacific;0;0;0;151.4233929;;;
2008;4.851109;SGP;702;Asia Pacific;Asia Pacific;0;0;0;163.3844412;;;
2009;4.965518;SGP;702;Asia Pacific;Asia Pacific;0;0;0;176.6788728;;;
2010;5.074252;SGP;702;Asia Pacific;Asia Pacific;0;0;0;185.3375778;;;
2011;5.176017;SGP;702;Asia Pacific;Asia Pacific;0;0;0;192.7224285;;;
2012;5.270958;SGP;702;Asia Pacific;Asia Pacific;0;0;0;191.9607653;;;
2013;5.360837;SGP;702;Asia Pacific;Asia Pacific;0;0;0;192.7818932;;;
2014;5.448342;SGP;702;Asia Pacific;Asia Pacific;0;0;0;192.5812266;;;
2015;5.535262;SGP;702;Asia Pacific;Asia Pacific;0;0;0;204.427053;;;
2016;5.622455;SGP;702;Asia Pacific;Asia Pacific;0;0;0;219.3141812;;;
2017;5.708844;SGP;702;Asia Pacific;Asia Pacific;0;0;0;231.2685022;;;
2018;5.791901;SGP;702;Asia Pacific;Asia Pacific;0;0;0;230.0121841;;;
1965;4.383452;SVK;703;Europe;Europe;0;1;1;31.0505902;;;
1966;4.418205;SVK;703;Europe;Europe;0;1;1;32.07146811;;;
1967;4.44855;SVK;703;Europe;Europe;0;1;1;32.17246519;;;
1968;4.476824;SVK;703;Europe;Europe;0;1;1;35.10952446;;;
1969;4.506157;SVK;703;Europe;Europe;0;1;1;37.02185876;;;
1970;4.538841;SVK;703;Europe;Europe;0;1;1;39.73803612;;;
1971;4.575563;SVK;703;Europe;Europe;0;1;1;42.52361812;;;
1972;4.615831;SVK;703;Europe;Europe;0;1;1;44.31878796;;;
1973;4.65928;SVK;703;Europe;Europe;0;1;1;45.69886078;;;
1974;4.70511;SVK;703;Europe;Europe;0;1;1;46.79450073;;;
1975;4.75254;SVK;703;Europe;Europe;0;1;1;49.00399451;;;
1976;4.801741;SVK;703;Europe;Europe;0;1;1;50.45627048;;;
1977;4.852497;SVK;703;Europe;Europe;0;1;1;52.77837496;;;
1978;4.903202;SVK;703;Europe;Europe;0;1;1;55.50377352;;;
1979;4.951788;SVK;703;Europe;Europe;0;1;1;56.53988869;;;
1980;4.996731;SVK;703;Europe;Europe;0;1;1;56.65495751;;;
1981;5.037341;SVK;703;Europe;Europe;0;1;1;55.75853236;;;
1982;5.07389;SVK;703;Europe;Europe;0;1;1;54.91203316;;;
1983;5.106989;SVK;703;Europe;Europe;0;1;1;54.74214606;;;
1984;5.137685;SVK;703;Europe;Europe;0;1;1;58.67120818;;;
1985;5.166798;SVK;703;Europe;Europe;0;1;1;58.42556916;;;
1986;5.194306;SVK;703;Europe;Europe;0;1;1;55.63000004;;;
1987;5.219959;SVK;703;Europe;Europe;0;1;1;56.6831861;;;
1988;5.244036;SVK;703;Europe;Europe;0;1;1;57.26321926;;;
1989;5.266804;SVK;703;Europe;Europe;0;1;1;53.26226011;;;
1990;5.288454;SVK;703;Europe;Europe;0;1;1;55.34709879;;;
1991;5.309235;SVK;703;Europe;Europe;0;1;1;49.0758461;;;
1992;5.329033;SVK;703;Europe;Europe;0;1;1;46.70994949;;;
1993;5.347214;SVK;703;Europe;Europe;0;1;1;43.864378;;;
1994;5.362896;SVK;703;Europe;Europe;0;1;1;40.83850705;;;
1995;5.37547;SVK;703;Europe;Europe;0;1;1;41.53814334;;;
1996;5.384788;SVK;703;Europe;Europe;0;1;1;41.67277745;;;
1997;5.391204;SVK;703;Europe;Europe;0;1;1;40.26860255;;;
1998;5.395254;SVK;703;Europe;Europe;0;1;1;40.05707685;;;
1999;5.397708;SVK;703;Europe;Europe;0;1;1;39.06639498;;;
2000;5.399211;SVK;703;Europe;Europe;0;1;1;37.23690008;;;
2001;5.400006;SVK;703;Europe;Europe;0;1;1;38.8805398;;;
2002;5.400154;SVK;703;Europe;Europe;0;1;1;38.4887884;;;
2003;5.399886;SVK;703;Europe;Europe;0;1;1;38.83105306;;;
2004;5.399419;SVK;703;Europe;Europe;0;1;1;37.75026953;;;
2005;5.398963;SVK;703;Europe;Europe;0;1;1;38.64141918;;;
2006;5.398541;SVK;703;Europe;Europe;0;1;1;37.18828725;;;
2007;5.398326;SVK;703;Europe;Europe;0;1;1;35.06900393;;;
2008;5.398856;SVK;703;Europe;Europe;0;1;1;36.25518657;;;
2009;5.400719;SVK;703;Europe;Europe;0;1;1;33.5369758;;;
2010;5.404294;SVK;703;Europe;Europe;0;1;1;36.04828527;;;
2011;5.409847;SVK;703;Europe;Europe;0;1;1;33.544652;;;
2012;5.41707;SVK;703;Europe;Europe;0;1;1;32.23827647;;;
2013;5.42513;SVK;703;Europe;Europe;0;1;1;32.93264205;;;
2014;5.432841;SVK;703;Europe;Europe;0;1;1;29.82878309;;;
2015;5.439318;SVK;703;Europe;Europe;0;1;1;30.12167197;;;
2016;5.444218;SVK;703;Europe;Europe;0;1;1;30.65954831;;;
2017;5.447662;SVK;703;Europe;Europe;0;1;1;32.81977295;;;
2018;5.449816;SVK;703;Europe;Europe;0;1;1;32.85276271;;;
1965;1.629434;SVN;705;Europe;Europe;0;1;1;;;;
1966;1.636668;SVN;705;Europe;Europe;0;1;1;;;;
1967;sty.37;SVN;705;Europe;Europe;0;1;1;;;;
1968;1.651094;SVN;705;Europe;Europe;0;1;1;;;;
1969;1.659554;SVN;705;Europe;Europe;0;1;1;;;;
1970;1.669581;SVN;705;Europe;Europe;0;1;1;;;;
1971;1.681427;SVN;705;Europe;Europe;0;1;1;;;;
1972;1.694975;SVN;705;Europe;Europe;0;1;1;;;;
1973;1.709977;SVN;705;Europe;Europe;0;1;1;;;;
1974;1.725964;SVN;705;Europe;Europe;0;1;1;;;;
1975;1.742623;SVN;705;Europe;Europe;0;1;1;;;;
1976;1.759731;SVN;705;Europe;Europe;0;1;1;;;;
1977;1.777319;SVN;705;Europe;Europe;0;1;1;;;;
1978;1.795648;SVN;705;Europe;Europe;0;1;1;;;;
1979;1.815101;SVN;705;Europe;Europe;0;1;1;;;;
1980;1.835837;SVN;705;Europe;Europe;0;1;1;;;;
1981;1.857854;SVN;705;Europe;Europe;0;1;1;;;;
1982;1.880704;SVN;705;Europe;Europe;0;1;1;;;;
1983;1.903548;SVN;705;Europe;Europe;0;1;1;;;;
1984;1.925314;SVN;705;Europe;Europe;0;1;1;;;;
1985;1.945135;SVN;705;Europe;Europe;0;1;1;;;;
1986;1.962877;SVN;705;Europe;Europe;0;1;1;;;;
1987;1.978524;SVN;705;Europe;Europe;0;1;1;;;;
1988;1.991428;SVN;705;Europe;Europe;0;1;1;;;;
1989;2.000873;SVN;705;Europe;Europe;0;1;1;;;;
1990;2.006479;SVN;705;Europe;Europe;0;1;1;13.30177412;;;
1991;2.007884;SVN;705;Europe;Europe;0;1;1;12.48548306;;;
1992;2.005512;SVN;705;Europe;Europe;0;1;1;12.2551604;;;
1993;2.000768;SVN;705;Europe;Europe;0;1;1;12.99313397;;;
1994;1.995607;SVN;705;Europe;Europe;0;1;1;13.12140603;;;
1995;1.991472;SVN;705;Europe;Europe;0;1;1;13.94571779;;;
1996;1.988989;SVN;705;Europe;Europe;0;1;1;14.67546395;;;
1997;1.987955;SVN;705;Europe;Europe;0;1;1;15.23344366;;;
1998;1.987976;SVN;705;Europe;Europe;0;1;1;14.70010131;;;
1999;1.988318;SVN;705;Europe;Europe;0;1;1;14.28121016;;;
2000;1.988499;SVN;705;Europe;Europe;0;1;1;13.9983054;;;
2001;1.988349;SVN;705;Europe;Europe;0;1;1;14.68794326;;;
2002;1.988264;SVN;705;Europe;Europe;0;1;1;14.94795011;;;
2003;1.988965;SVN;705;Europe;Europe;0;1;1;14.78403978;;;
2004;1.99143;SVN;705;Europe;Europe;0;1;1;15.01475568;;;
2005;1.996281;SVN;705;Europe;Europe;0;1;1;15.21815717;;;
2006;2.003791;SVN;705;Europe;Europe;0;1;1;15.65261051;;;
2007;2.013539;SVN;705;Europe;Europe;0;1;1;15.68834533;;;
2008;2.024538;SVN;705;Europe;Europe;0;1;1;16.81881986;;;
2009;2.035424;SVN;705;Europe;Europe;0;1;1;14.97668316;;;
2010;2.045168;SVN;705;Europe;Europe;0;1;1;15.23608607;;;
2011;2.053436;SVN;705;Europe;Europe;0;1;1;15.2101967;;;
2012;2.06039;SVN;705;Europe;Europe;0;1;1;14.69720882;;;
2013;2.066119;SVN;705;Europe;Europe;0;1;1;14.09001225;;;
2014;2.070845;SVN;705;Europe;Europe;0;1;1;12.62957216;;;
2015;2.074788;SVN;705;Europe;Europe;0;1;1;12.69894108;;;
2016;2.077862;SVN;705;Europe;Europe;0;1;1;13.63239069;;;
2017;2.079976;SVN;705;Europe;Europe;0;1;1;13.54524688;;;
2018;2.08126;SVN;705;Europe;Europe;0;1;1;13.68655442;;;
1965;19.942303;ZAF;710;Africa;Southern Africa;0;0;0;115.2267411;;;
1966;20.486439;ZAF;710;Africa;Southern Africa;0;0;0;115.5188673;;;
1967;21.045785;ZAF;710;Africa;Southern Africa;0;0;0;118.8972853;;;
1968;21.62259;ZAF;710;Africa;Southern Africa;0;0;0;125.2558703;;;
1969;22.219897;ZAF;710;Africa;Southern Africa;0;0;0;128.4239164;;;
1970;22.839451;ZAF;710;Africa;Southern Africa;0;0;0;133.8653098;;;
1971;23.482813;ZAF;710;Africa;Southern Africa;0;0;0;141.503914;;;
1972;24.148137;ZAF;710;Africa;Southern Africa;0;0;0;144.9484238;;;
1973;24.829693;ZAF;710;Africa;Southern Africa;0;0;0;155.7952612;;;
1974;25.519604;ZAF;710;Africa;Southern Africa;0;0;0;161.0907976;;;
1975;26.212405;ZAF;710;Africa;Southern Africa;0;0;0;172.0228377;;;
1976;26.904349;ZAF;710;Africa;Southern Africa;0;0;0;179.5173282;;;
1977;27.597297;ZAF;710;Africa;Southern Africa;0;0;0;184.3849432;;;
1978;28.29815;ZAF;710;Africa;Southern Africa;0;0;0;181.4955199;;;
1979;29.017049;ZAF;710;Africa;Southern Africa;0;0;0;189.5545165;;;
1980;29.760471;ZAF;710;Africa;Southern Africa;0;0;0;202.5435892;;;
1981;30.532954;ZAF;710;Africa;Southern Africa;0;0;0;235.3211353;74.86108;;
1982;31.330259;ZAF;710;Africa;Southern Africa;0;0;0;255.2600031;82.816992;;
1983;32.139708;ZAF;710;Africa;Southern Africa;0;0;0;257.1362951;83.696628;;
1984;32.943584;ZAF;710;Africa;Southern Africa;0;0;0;276.2503146;93.722123;;
1985;33.730148;ZAF;710;Africa;Southern Africa;0;0;0;282.0500077;99.756648;;
1986;34.490419;ZAF;710;Africa;Southern Africa;0;0;0;283.5016503;101.737704;;
1987;35.230249;ZAF;710;Africa;Southern Africa;0;0;0;290.7278641;101.41032;;
1988;35.970537;ZAF;710;Africa;Southern Africa;0;0;0;314.0647715;104.19132;;
1989;36.740883;ZAF;710;Africa;Southern Africa;0;0;0;294.7689934;101.078952;;
1990;37.560525;ZAF;710;Africa;Southern Africa;0;0;0;309.0587762;100.14894;;
1991;38.437855;ZAF;710;Africa;Southern Africa;0;0;0;303.469057;102.163953;;
1992;39.360225;ZAF;710;Africa;Southern Africa;0;0;0;307.1191293;104.602336;;
1993;40.300161;ZAF;710;Africa;Southern Africa;0;0;0;306.916475;106.9228015;;
1994;41.218901;ZAF;710;Africa;Southern Africa;0;0;0;317.7296315;111.1278894;;
1995;42.088165;ZAF;710;Africa;Southern Africa;0;0;0;326.8635686;116.9183119;;
1996;42.89852;ZAF;710;Africa;Southern Africa;0;0;0;332.0703323;116.9457562;;
1997;43.657024;ZAF;710;Africa;Southern Africa;0;0;0;339.5751905;124.6940818;;
1998;44.372112;ZAF;710;Africa;Southern Africa;0;0;0;332.825349;126.0704781;;
1999;45.058775;ZAF;710;Africa;Southern Africa;0;0;0;344.4004458;126.2700607;;
2000;45.728315;ZAF;710;Africa;Southern Africa;0;0;0;343.1702895;126.6338745;;
2001;46.385006;ZAF;710;Africa;Southern Africa;0;0;0;348.3783449;126.2728353;;
2002;47.026173;ZAF;710;Africa;Southern Africa;0;0;0;337.6070738;124.3592127;;
2003;47.648727;ZAF;710;Africa;Southern Africa;0;0;0;370.2448588;134.7914684;;
2004;48.247395;ZAF;710;Africa;Southern Africa;0;0;0;408.8959894;137.0933161;;
2005;48.820586;ZAF;710;Africa;Southern Africa;0;0;0;393.0211779;138.3826176;;
2006;49.364582;ZAF;710;Africa;Southern Africa;0;0;0;401.5279706;138.2538191;;
2007;49.887181;ZAF;710;Africa;Southern Africa;0;0;0;411.7896658;138.3615133;;
2008;50.412129;ZAF;710;Africa;Southern Africa;0;0;0;447.5015392;140.9782598;;
2009;50.970818;ZAF;710;Africa;Southern Africa;0;0;0;446.6916034;139.7411921;;
2010;51.584663;ZAF;710;Africa;Southern Africa;0;0;0;448.9049546;144.1035278;;
2011;52.263516;ZAF;710;Africa;Southern Africa;0;0;0;440.2358689;143.1936305;;
2012;52.998213;ZAF;710;Africa;Southern Africa;0;0;0;434.4175526;146.5652368;;
2013;53.767396;ZAF;710;Africa;Southern Africa;0;0;0;435.1290799;145.262015;;
2014;54.539571;ZAF;710;Africa;Southern Africa;0;0;0;439.0702737;148.2329607;;
2015;55.291225;ZAF;710;Africa;Southern Africa;0;0;0;425.9157957;142.8914226;;
2016;56.015473;ZAF;710;Africa;Southern Africa;0;0;0;428.4923281;142.3928228;;
2017;56.717156;ZAF;710;Africa;Southern Africa;0;0;0;418.4663569;142.9829933;;
2018;57.398421;ZAF;710;Africa;Southern Africa;0;0;0;421.1306734;143.2391974;;
1965;28.907071;KOR;410;Asia Pacific;Asia Pacific;0;0;1;24.87236987;;;
1966;29.584631;KOR;410;Asia Pacific;Asia Pacific;0;0;1;29.61246001;;;
1967;30.249456;KOR;410;Asia Pacific;Asia Pacific;0;0;1;32.78469987;;;
1968;30.905365;KOR;410;Asia Pacific;Asia Pacific;0;0;1;36.30752166;;;
1969;31.557578;KOR;410;Asia Pacific;Asia Pacific;0;0;1;42.48973516;;;
1970;32.209314;KOR;410;Asia Pacific;Asia Pacific;0;0;1;49.04109396;;;
1971;32.863704;KOR;410;Asia Pacific;Asia Pacific;0;0;1;52.61036345;;;
1972;33.518385;KOR;410;Asia Pacific;Asia Pacific;0;0;1;54.58453375;;;
1973;34.164544;KOR;410;Asia Pacific;Asia Pacific;0;0;1;67.74058535;;;
1974;34.789935;KOR;410;Asia Pacific;Asia Pacific;0;0;1;68.76083495;;;
1975;35.386507;KOR;410;Asia Pacific;Asia Pacific;0;0;1;75.26046767;;;
1976;35.948932;KOR;410;Asia Pacific;Asia Pacific;0;0;1;84.11966462;;;
1977;36.481585;KOR;410;Asia Pacific;Asia Pacific;0;0;1;96.22548778;;;
1978;36.9978;KOR;410;Asia Pacific;Asia Pacific;0;0;1;103.940042;;;
1979;37.516487;KOR;410;Asia Pacific;Asia Pacific;0;0;1;119.1554921;;;
1980;38.050424;KOR;410;Asia Pacific;Asia Pacific;0;0;1;123.4046706;;;
1981;38.606821;KOR;410;Asia Pacific;Asia Pacific;0;0;1;131.4750277;sie.06;;
1982;39.179545;KOR;410;Asia Pacific;Asia Pacific;0;0;1;131.729036;8.85104;;
1983;39.752024;KOR;410;Asia Pacific;Asia Pacific;0;0;1;138.0387486;8.73884;;
1984;40.300401;KOR;410;Asia Pacific;Asia Pacific;0;0;1;151.0727461;wrz.28;;
1985;40.808569;KOR;410;Asia Pacific;Asia Pacific;0;0;1;162.1935523;9.91892;;
1986;41.269319;KOR;410;Asia Pacific;Asia Pacific;0;0;1;173.5079501;10.67132;;
1987;41.690833;KOR;410;Asia Pacific;Asia Pacific;0;0;1;182.5798708;10.68056;;
1988;42.091026;KOR;410;Asia Pacific;Asia Pacific;0;0;1;207.4092983;paü.98;;
1989;42.495728;KOR;410;Asia Pacific;Asia Pacific;0;0;1;218.3820511;9.1454;;
1990;42.923131;KOR;410;Asia Pacific;Asia Pacific;0;0;1;235.3891523;7.74765;;
1991;43.378101;KOR;410;Asia Pacific;Asia Pacific;0;0;1;263.7528863;cze.61;;
1992;43.853448;KOR;410;Asia Pacific;Asia Pacific;0;0;1;288.26148;5.38605;;
1993;44.340558;KOR;410;Asia Pacific;Asia Pacific;0;0;1;317.8517531;4.23315;;
1994;44.825885;KOR;410;Asia Pacific;Asia Pacific;0;0;1;346.4818666;mar.91;;
1995;45.298611;KOR;410;Asia Pacific;Asia Pacific;0;0;1;376.3583122;2.574;;
1996;45.757361;KOR;410;Asia Pacific;Asia Pacific;0;0;1;418.1155304;2.22795;;
1997;46.202604;KOR;410;Asia Pacific;Asia Pacific;0;0;1;452.4630012;2.0304;;
1998;46.627442;KOR;410;Asia Pacific;Asia Pacific;0;0;1;393.3787164;1.96245;;
1999;47.02388;KOR;410;Asia Pacific;Asia Pacific;0;0;1;427.5450832;1.88865;;
2000;47.386312;KOR;410;Asia Pacific;Asia Pacific;0;0;1;461.0813239;sty.75;;
2001;47.712788;KOR;410;Asia Pacific;Asia Pacific;0;0;1;472.5894289;1.71765;;
2002;48.004786;KOR;410;Asia Pacific;Asia Pacific;0;0;1;489.4672251;sty.31;;
2003;48.265026;KOR;410;Asia Pacific;Asia Pacific;0;0;1;498.9891441;sty.41;;
2004;48.498083;KOR;410;Asia Pacific;Asia Pacific;0;0;1;514.7908715;1.43595;;
2005;48.708497;KOR;410;Asia Pacific;Asia Pacific;0;0;1;520.0360477;sty.44;;
2006;48.895845;KOR;410;Asia Pacific;Asia Pacific;0;0;1;527.3839862;sty.08;;
2007;49.062429;KOR;410;Asia Pacific;Asia Pacific;0;0;1;545.6208086;1.34199;;
2008;49.218985;KOR;410;Asia Pacific;Asia Pacific;0;0;1;557.4665415;1.289445;;
2009;49.379208;KOR;410;Asia Pacific;Asia Pacific;0;0;1;559.7292373;1.171335;;
2010;49.552855;KOR;410;Asia Pacific;Asia Pacific;0;0;1;615.7147861;0.96906;;
2011;49.744659;KOR;410;Asia Pacific;Asia Pacific;0;0;1;646.7612571;0.96906;;
2012;49.952244;KOR;410;Asia Pacific;Asia Pacific;0;0;1;643.7993729;0.9423;;
2013;50.169242;KOR;410;Asia Pacific;Asia Pacific;0;0;1;646.1171518;0.81675;;
2014;50.38556;KOR;410;Asia Pacific;Asia Pacific;0;0;1;644.6477333;0.7866;;
2015;50.593662;KOR;410;Asia Pacific;Asia Pacific;0;0;1;656.4779971;0.7938;;
2016;50.791919;KOR;410;Asia Pacific;Asia Pacific;0;0;1;662.534854;0.7767;;
2017;50.982212;KOR;410;Asia Pacific;Asia Pacific;0;0;1;678.7785105;0.702405;;
2018;51.164435;KOR;410;Asia Pacific;Asia Pacific;0;0;1;697.5840068;0.567344;;
1965;3.263638;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1966;3.334191;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1967;mar.78;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1968;3.484537;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1969;3.564465;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1970;3.647709;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1971;3.734418;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1972;3.824762;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1973;3.918922;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1974;4.017075;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1975;4.119438;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1976;4.224529;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1977;4.332287;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1978;4.445826;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1979;4.569423;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1980;4.705224;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1981;4.853927;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1982;5.011726;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1983;5.170558;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1984;5.319609;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1985;5.450424;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1986;5.565545;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1987;5.666078;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1988;5.741235;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1989;5.777498;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1990;5.768481;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1991;5.705378;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1992;5.599814;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1993;5.490915;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1994;5.431738;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1995;5.459519;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1996;5.591114;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1997;5.814006;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1998;6.099923;SSD;728;Africa;Eastern Africa;0;0;0;;;;
1999;6.405864;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2000;6.700656;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2001;6.974442;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2002;7.237276;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2003;7.501642;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2004;7.787655;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2005;8.108877;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2006;8.468152;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2007;sie.68;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2008;9.263136;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2009;9.670667;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2010;10.067192;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2011;10.448857;SSD;728;Africa;Eastern Africa;0;0;0;;;;
2012;10.818258;SSD;728;Africa;Eastern Africa;0;0;0;;;;1.53319919
2013;11.17749;SSD;728;Africa;Eastern Africa;0;0;0;;;;4.912417274
2014;11.530971;SSD;728;Africa;Eastern Africa;0;0;0;;;;7.652271795
2015;11.882136;SSD;728;Africa;Eastern Africa;0;0;0;;;;7.277223212
2016;12.23073;SSD;728;Africa;Eastern Africa;0;0;0;;;;5.78930996
2017;12.575714;SSD;728;Africa;Eastern Africa;0;0;0;;;;5.477610661
2018;12.919053;SSD;728;Africa;Eastern Africa;0;0;0;;;;6.43882166
1965;32.241041;ESP;724;Europe;Europe;0;1;1;80.43310144;;;
1966;32.587244;ESP;724;Europe;Europe;0;1;1;84.7157566;;;
1967;32.926306;ESP;724;Europe;Europe;0;1;1;95.4819172;;;
1968;33.265172;ESP;724;Europe;Europe;0;1;1;99.13607031;;;
1969;33.614194;ESP;724;Europe;Europe;0;1;1;108.5632699;;;
1970;33.980276;ESP;724;Europe;Europe;0;1;1;121.0578308;;;
1971;34.363917;ESP;724;Europe;Europe;0;1;1;126.779871;;;
1972;34.760522;ESP;724;Europe;Europe;0;1;1;135.5411569;;;
1973;35.165557;ESP;724;Europe;Europe;0;1;1;155.4356906;;;
1974;35.572476;ESP;724;Europe;Europe;0;1;1;162.0061152;;;
1975;35.975317;ESP;724;Europe;Europe;0;1;1;168.2491406;;;
