Year;pop;ISO3166_alpha3;ISO3166_numeric;Region;SubRegion;OPEC;EU;OECD;co2_mtco2;coalprod_mtoe;gasprod_mtoe;oilprod_mt
1965;12.626952;DZA;12;Africa;Northern Africa;1;0;0;5.568752776;;;26.13931234
1966;12.980267;DZA;12;Africa;Northern Africa;1;0;0;6.867505979;;;33.64247607
1967;13.354197;DZA;12;Africa;Northern Africa;1;0;0;6.369306902;;;38.64524181
1968;13.744387;DZA;12;Africa;Northern Africa;1;0;0;6.77113723;;;42.42374811
1969;14.144438;DZA;12;Africa;Northern Africa;1;0;0;7.592118351;;;44.43579345
1970;14.550034;DZA;12;Africa;Northern Africa;1;0;0;8.264424633;;2.096313414;48.3134937
1971;14.960109;DZA;12;Africa;Northern Africa;1;0;0;8.930844168;;2.209694755;36.79765995
1972;15.377093;DZA;12;Africa;Northern Africa;1;0;0;9.986480526;;2.799774291;49.72648111
1973;15.804428;DZA;12;Africa;Northern Africa;1;0;0;11.61221403;;3.715928633;51.69863224
1974;16.247113;DZA;12;Africa;Northern Africa;1;0;0;12.97369526;;4.296076956;47.83411335
1975;16.709099;DZA;12;Africa;Northern Africa;1;0;0;15.47522945;;5.290025795;46.80389924
1976;17.190239;DZA;12;Africa;Northern Africa;1;0;0;17.88375812;;6.663015907;52.22913753
1977;17.690184;DZA;12;Africa;Northern Africa;1;0;0;19.34421075;;6.377079751;55.75623426
1978;18.212326;DZA;12;Africa;Northern Africa;1;0;0;24.53464182;;9.88983233;56.9353539
1979;18.760761;DZA;12;Africa;Northern Africa;1;0;0;32.11140668;;16.21104901;58.0864301
1980;19.337715;DZA;12;Africa;Northern Africa;1;0;0;38.51578477;;13.25;51.54245542
1981;19.943664;DZA;12;Africa;Northern Africa;1;0;0;46.31018066;;15.361;45.92668514
1982;20.575701;DZA;12;Africa;Northern Africa;1;0;0;54.25844173;;20.043;45.69070529
1983;21.228289;DZA;12;Africa;Northern Africa;1;0;0;59.03239057;;28.701;44.95342317
1984;21.893853;DZA;12;Africa;Northern Africa;1;0;0;56.95771914;;29.214;48.78596222
1985;22.565905;DZA;12;Africa;Northern Africa;1;0;0;57.61245138;;32.105;47.06101826
1986;23.241272;DZA;12;Africa;Northern Africa;1;0;0;60.98556138;;32.837;48.47924874
1987;23.917897;DZA;12;Africa;Northern Africa;1;0;0;62.67455687;;37.06;50.1977563
1988;24.591492;DZA;12;Africa;Northern Africa;1;0;0;66.88505873;;38.743;52.57526952
1989;25.257672;DZA;12;Africa;Northern Africa;1;0;0;65.1347226;;41.774;54.48481612
1990;25.912367;DZA;12;Africa;Northern Africa;1;0;0;66.10931915;;44.417;58.35548992
1991;26.554329;DZA;12;Africa;Northern Africa;1;0;0;65.7926721;;47.896;58.69372796
1992;27.181094;DZA;12;Africa;Northern Africa;1;0;0;67.0192155;;49.872;56.50141058
1993;27.786259;DZA;12;Africa;Northern Africa;1;0;0;62.52537382;;50.513;56.32321159
1994;28.362253;DZA;12;Africa;Northern Africa;1;0;0;63.46065029;;46.441;56.07125441
1995;28.904298;DZA;12;Africa;Northern Africa;1;0;0;65.8112943;;52.873;55.81125441
1996;29.411415;DZA;12;Africa;Northern Africa;1;0;0;64.89478554;;56.106;59.0123199
1997;29.886839;DZA;12;Africa;Northern Africa;1;0;0;62.4271122;;64.367;61.56702519
1998;30.335732;DZA;12;Africa;Northern Africa;1;0;0;64.69332304;;68.927;61.38579345
1999;30.765613;DZA;12;Africa;Northern Africa;1;0;0;64.75733712;;77.478;58.52845907
2000;31.18366;DZA;12;Africa;Northern Africa;1;0;0;62.91504044;;79.01;66.787
2001;31.592153;DZA;12;Africa;Northern Africa;1;0;0;65.22029141;;74.353;65.751
2002;31.995046;DZA;12;Africa;Northern Africa;1;0;0;68.21838911;;76.476;70.894
2003;32.403514;DZA;12;Africa;Northern Africa;1;0;0;71.20039151;;80.703;79.005
2004;32.831096;DZA;12;Africa;Northern Africa;1;0;0;74.3604572;;79.153;83.551
2005;33.288437;DZA;12;Africa;Northern Africa;1;0;0;77.15729066;;73.01096303;86.43767
2006;33.777915;DZA;12;Africa;Northern Africa;1;0;0;81.01819167;;69.90497635;86.202
2007;34.300076;DZA;12;Africa;Northern Africa;1;0;0;85.44276467;;70.20291273;86.482
2008;34.860715;DZA;12;Africa;Northern Africa;1;0;0;90.81196627;;71.02389295;84.76100802
2009;35.46576;DZA;12;Africa;Northern Africa;1;0;0;95.80820073;;65.83566208;77.234
2010;36.117637;DZA;12;Africa;Northern Africa;1;0;0;94.23301871;;66.54905417;73.775
2011;36.819558;DZA;12;Africa;Northern Africa;1;0;0;100.5779852;;68.44260533;71.675
2012;37.565847;DZA;12;Africa;Northern Africa;1;0;0;108.9497734;;67.44948409;67.212
2013;38.338562;DZA;12;Africa;Northern Africa;1;0;0;115.4399775;;68.21915305;64.784
2014;39.113313;DZA;12;Africa;Northern Africa;1;0;0;123.5972686;;68.93585555;68.771
2015;39.871528;DZA;12;Africa;Northern Africa;1;0;0;128.9669654;;70.00097807;67.225
2016;40.606052;DZA;12;Africa;Northern Africa;1;0;0;127.6634657;;78.58320077;68.417
2017;41.318142;DZA;12;Africa;Northern Africa;1;0;0;127.8350476;;79.94543207;66.648
2018;42.008054;DZA;12;Africa;Northern Africa;1;0;0;135.5305451;;79.36693895;65.291
1965;6.203299;AGO;24;Africa;Middle Africa;1;0;0;;;;0.655
1966;6.30977;AGO;24;Africa;Middle Africa;1;0;0;;;;0.631
1967;6.414995;AGO;24;Africa;Middle Africa;1;0;0;;;;0.537
1968;6.523791;AGO;24;Africa;Middle Africa;1;0;0;;;;0.75
1969;6.642632;AGO;24;Africa;Middle Africa;1;0;0;;;;2.458
1970;6.776381;AGO;24;Africa;Middle Africa;1;0;0;;;;5.065
1971;6.927269;AGO;24;Africa;Middle Africa;1;0;0;;;;5.721
1972;7.094834;AGO;24;Africa;Middle Africa;1;0;0;;;;7.057
1973;7.27796;AGO;24;Africa;Middle Africa;1;0;0;;;;8.175
1974;7.474338;AGO;24;Africa;Middle Africa;1;0;0;;;;8.541
1975;7.682479;AGO;24;Africa;Middle Africa;1;0;0;;;;7.791
1976;7.900997;AGO;24;Africa;Middle Africa;1;0;0;;;;7.564
1977;8.130988;AGO;24;Africa;Middle Africa;1;0;0;;;;7.062
1978;8.376147;AGO;24;Africa;Middle Africa;1;0;0;;;;6.469
1979;8.641521;AGO;24;Africa;Middle Africa;1;0;0;;;;07.lut
1980;sie.99;AGO;24;Africa;Middle Africa;1;0;0;;;;7.428
1981;9.244507;AGO;24;Africa;Middle Africa;1;0;0;;;;7.158
1982;9.582156;AGO;24;Africa;Middle Africa;1;0;0;;;;cze.41
1983;9.931562;AGO;24;Africa;Middle Africa;1;0;0;;;;sie.79
1984;10.277321;AGO;24;Africa;Middle Africa;1;0;0;;;;10.074
1985;10.609042;AGO;24;Africa;Middle Africa;1;0;0;;;;11.452
1986;10.921037;AGO;24;Africa;Middle Africa;1;0;0;;;;13.926
1987;11.218268;AGO;24;Africa;Middle Africa;1;0;0;;;;17.506
1988;11.513968;AGO;24;Africa;Middle Africa;1;0;0;;;;22.32
1989;11.827237;AGO;24;Africa;Middle Africa;1;0;0;;;;22.642
1990;12.171441;AGO;24;Africa;Middle Africa;1;0;0;;;;23.38
1991;12.553446;AGO;24;Africa;Middle Africa;1;0;0;;;;24.514
1992;12.968345;AGO;24;Africa;Middle Africa;1;0;0;;;;27.153
1993;13.403734;AGO;24;Africa;Middle Africa;1;0;0;;;;24.81
1994;13.841301;AGO;24;Africa;Middle Africa;1;0;0;;;;27.424
1995;14.268994;AGO;24;Africa;Middle Africa;1;0;0;;;;31.173
1996;14.682284;AGO;24;Africa;Middle Africa;1;0;0;;;;35.364
1997;15.088981;AGO;24;Africa;Middle Africa;1;0;0;;;;36.5
1998;15.504318;AGO;24;Africa;Middle Africa;1;0;0;;;;36
1999;15.949766;AGO;24;Africa;Middle Africa;1;0;0;;;;36.7
2000;16.440924;AGO;24;Africa;Middle Africa;1;0;0;;;;36.85
2001;16.983266;AGO;24;Africa;Middle Africa;1;0;0;;;;36.55
2002;17.572649;AGO;24;Africa;Middle Africa;1;0;0;;;;44.6
2003;18.203369;AGO;24;Africa;Middle Africa;1;0;0;;;;42.83272875
2004;18.865716;AGO;24;Africa;Middle Africa;1;0;0;;;;54.58297534
2005;19.552542;AGO;24;Africa;Middle Africa;1;0;0;;;;62.43436379
2006;20.262399;AGO;24;Africa;Middle Africa;1;0;0;;;;68.67886297
2007;20.997687;AGO;24;Africa;Middle Africa;1;0;0;;;;81.1843367
2008;21.75942;AGO;24;Africa;Middle Africa;1;0;0;;;;92.29060962
2009;22.549547;AGO;24;Africa;Middle Africa;1;0;0;;;;86.03681221
2010;23.369131;AGO;24;Africa;Middle Africa;1;0;0;;;;88.92848385
2011;24.218565;AGO;24;Africa;Middle Africa;1;0;0;;;;82.031751
2012;25.09615;AGO;24;Africa;Middle Africa;1;0;0;;;;85.29585679
2013;25.99834;AGO;24;Africa;Middle Africa;1;0;0;;;;85.20591953
2014;26.920466;AGO;24;Africa;Middle Africa;1;0;0;;;;83.27741204
2015;27.859305;AGO;24;Africa;Middle Africa;1;0;0;;;;88.16265872
2016;28.813463;AGO;24;Africa;Middle Africa;1;0;0;;;;85.76803663
2017;29.784193;AGO;24;Africa;Middle Africa;1;0;0;;;;81.85788856
2018;30.774205;AGO;24;Africa;Middle Africa;1;0;0;;;;74.6198997
1965;22.28339;ARG;32;S. & Cent. America;South America;0;0;0;77.22456708;;;13.76475862
1966;22.608748;ARG;32;S. & Cent. America;South America;0;0;0;79.46100838;;;14.64396552
1967;22.932203;ARG;32;S. & Cent. America;South America;0;0;0;81.72624401;;;15.96227586
1968;23.261278;ARG;32;S. & Cent. America;South America;0;0;0;84.11788625;;;17.48758621
1969;23.605987;ARG;32;S. & Cent. America;South America;0;0;0;86.77968015;;;18.10675862
1970;23.973058;ARG;32;S. & Cent. America;South America;0;0;0;80.40997587;;5.033920894;20.00051724
1971;24.366439;ARG;32;S. & Cent. America;South America;0;0;0;85.12712079;;5.439895744;21.57086207
1972;24.782949;ARG;32;S. & Cent. America;South America;0;0;0;86.63973104;;5.17105761;22.21803448
1973;25.213388;ARG;32;S. & Cent. America;South America;0;0;0;89.68867159;;5.630967326;21.60117241
1974;25.644506;ARG;32;S. & Cent. America;South America;0;0;0;91.65357073;;6.060773861;21.14475862
1975;26.066975;ARG;32;S. & Cent. America;South America;0;0;0;87.74227848;;6.432046432;20.26055172
1976;26.477152;ARG;32;S. & Cent. America;South America;0;0;0;92.7263905;;6.132687016;20.41413793
1977;26.878565;ARG;32;S. & Cent. America;South America;0;0;0;97.33985369;;6.330030095;22.06196552
1978;27.277741;ARG;32;S. & Cent. America;South America;0;0;0;96.96455996;;6.530717971;23.20986207
1979;27.684534;ARG;32;S. & Cent. America;South America;0;0;0;101.3916201;;6.04572227;24.27810345
1980;28.105888;ARG;32;S. & Cent. America;South America;0;0;0;98.1037023;;7.020312769;25.26703448
1981;28.543364;ARG;32;S. & Cent. America;South America;0;0;0;93.4481901;;7.304620593;25.73637931
1982;28.993987;ARG;32;S. & Cent. America;South America;0;0;0;93.76857844;;8.186392949;25.57131034
1983;29.454738;ARG;32;S. & Cent. America;South America;0;0;0;96.08195583;;10.98766122;25.66731034
1984;29.920904;ARG;32;S. & Cent. America;South America;0;0;0;92.90075902;;11.27196905;25.14175862
1985;30.388783;ARG;32;S. & Cent. America;South America;0;0;0;88.5350869;;11.61481083;24.15862069
1986;30.857244;ARG;32;S. & Cent. America;South America;0;0;0;101.7259034;;12.969454;22.86865517
1987;31.326473;ARG;32;S. & Cent. America;South America;0;0;0;106.4280974;;12.66842218;22.57258621
1988;31.795517;ARG;32;S. & Cent. America;South America;0;0;0;111.1035234;;15.01814273;23.71975862
1989;32.263561;ARG;32;S. & Cent. America;South America;0;0;0;107.5538309;;15.8794282;24.22996552
1990;32.729739;ARG;32;S. & Cent. America;South America;0;0;0;101.3811858;;14.9177988;25.43655172
1991;33.193918;ARG;32;S. & Cent. America;South America;0;0;0;103.112753;;16.66545572;25.882
1992;33.655151;ARG;32;S. & Cent. America;South America;0;0;0;109.6031419;;16.79924764;29.04044828
1993;34.110917;ARG;32;S. & Cent. America;South America;0;0;0;109.3562665;;17.9950129;31.06782759
1994;34.558115;ARG;32;S. & Cent. America;South America;0;0;0;109.4342547;;18.62216251;34.511
1995;34.994814;ARG;32;S. & Cent. America;South America;0;0;0;112.9665067;;20.9133491;37.45693103
1996;35.419682;ARG;32;S. & Cent. America;South America;0;0;0;123.0495805;;24.19125107;40.816
1997;35.833969;ARG;32;S. & Cent. America;South America;0;0;0;117.5295452;;22.89514187;43.38558621
1998;36.24159;ARG;32;S. & Cent. America;South America;0;0;0;123.3544886;;24.74314273;44.02806897
1999;36.648068;ARG;32;S. & Cent. America;South America;0;0;0;123.2499773;;28.90741617;41.68886435
2000;37.057452;ARG;32;S. & Cent. America;South America;0;0;0;124.7609847;;31.2822227;41.34747247
2001;37.471509;ARG;32;S. & Cent. America;South America;0;0;0;115.939459;;31.05644884;43.92917095
2002;37.88937;ARG;32;S. & Cent. America;South America;0;0;0;110.1933881;;30.19516337;43.27405411
2003;38.309379;ARG;32;S. & Cent. America;South America;0;0;0;119.6692885;;34.31762683;43.09402158
2004;38.728696;ARG;32;S. & Cent. America;South America;0;0;0;129.9548842;;37.52863285;41.02583572
2005;39.145488;ARG;32;S. & Cent. America;South America;0;0;0;138.5411902;;38.15578246;39.36907666
2006;39.55889;ARG;32;S. & Cent. America;South America;0;0;0;143.5359647;;38.54879622;39.43316778
2007;39.970224;ARG;32;S. & Cent. America;South America;0;0;0;156.6966795;;37.48682287;38.21446871
2008;40.382389;ARG;32;S. & Cent. America;South America;0;0;0;160.1996322;;36.84294927;37.8047942
2009;40.799407;ARG;32;S. & Cent. America;South America;0;0;0;154.3084726;;34.65278693;34.04366137
2010;41.223889;ARG;32;S. & Cent. America;South America;0;0;0;166.0440818;;33.5313807;33.27852625
2011;41.656879;ARG;32;S. & Cent. America;South America;0;0;0;168.7940294;;32.43150912;31.1853373
2012;42.096739;ARG;32;S. & Cent. America;South America;0;0;0;175.3372895;;31.54875606;30.84391271
2013;42.539925;ARG;32;S. & Cent. America;South America;0;0;0;182.8451617;;29.71268578;30.20543025
2014;42.981515;ARG;32;S. & Cent. America;South America;0;0;0;182.7723572;;29.65251896;29.80379153
2015;43.417765;ARG;32;S. & Cent. America;South America;0;0;0;186.0426351;;30.51689101;30.06565492
2016;43.84743;ARG;32;S. & Cent. America;South America;0;0;0;185.8807699;;32.05705625;28.65025354
2017;44.271041;ARG;32;S. & Cent. America;South America;0;0;0;184.1324176;;31.94315415;27.26008855
2018;44.688864;ARG;32;S. & Cent. America;South America;0;0;0;180.2887322;;33.89973332;27.5621858
1965;11.363313;AUS;36;Asia Pacific;Asia Pacific;0;0;1;113.8336752;;;0.346205962
1966;11.643451;AUS;36;Asia Pacific;Asia Pacific;0;0;1;125.0705572;;;0.445121951
1967;11.949357;AUS;36;Asia Pacific;Asia Pacific;0;0;1;132.3871346;;;1.038617886
1968;12.265087;AUS;36;Asia Pacific;Asia Pacific;0;0;1;139.7262968;;;1.934146341
1969;gru.83;AUS;36;Asia Pacific;Asia Pacific;0;0;1;144.3186487;;;2.225609756
1970;12.842907;AUS;36;Asia Pacific;Asia Pacific;0;0;1;155.2769697;;1.487874;8.704607046
1971;13.084157;AUS;36;Asia Pacific;Asia Pacific;0;0;1;161.2373945;;2.2206947;15.2554037
1972;13.296872;AUS;36;Asia Pacific;Asia Pacific;0;0;1;168.2058116;;3.1878128;16.28000561
1973;13.486438;AUS;36;Asia Pacific;Asia Pacific;0;0;1;178.6431237;;4.0471883;20.39443043
1974;13.662048;AUS;36;Asia Pacific;Asia Pacific;0;0;1;188.9946812;;4.61754;20.17860597
1975;13.831206;AUS;36;Asia Pacific;Asia Pacific;0;0;1;191.8853443;;4.9587249;21.62184142
1976;13.994623;AUS;36;Asia Pacific;Asia Pacific;0;0;1;198.3748402;;5.85358705;22.14093075
1977;14.152065;AUS;36;Asia Pacific;Asia Pacific;0;0;1;208.399882;;6.686882;23.42475586
1978;14.309298;AUS;36;Asia Pacific;Asia Pacific;0;0;1;213.3035876;;7.1990869;23.19085366
1979;14.473242;AUS;36;Asia Pacific;Asia Pacific;0;0;1;221.7636595;;8.2867741;23.27629661
1980;14.649114;AUS;36;Asia Pacific;Asia Pacific;0;0;1;223.3987697;;9.5155528;21.83875245
1981;14.838494;AUS;36;Asia Pacific;Asia Pacific;0;0;1;225.1241696;67.80491842;10.3133611;21.27103074
1982;15.041065;AUS;36;Asia Pacific;Asia Pacific;0;0;1;226.1769669;69.21361172;10.0585413;20.97428278
1983;15.257358;AUS;36;Asia Pacific;Asia Pacific;0;0;1;225.1884804;72.11872044;10.9264678;20.4167718
1984;15.487214;AUS;36;Asia Pacific;Asia Pacific;0;0;1;234.8467313;75.74525555;10.77534512;26.48318187
1985;15.729643;AUS;36;Asia Pacific;Asia Pacific;0;0;1;235.7469213;92.37709977;11.51785239;30.68281019
1986;15.986164;AUS;36;Asia Pacific;Asia Pacific;0;0;1;244.6303165;98.26823136;12.58205342;27.4125866
1987;16.254935;AUS;36;Asia Pacific;Asia Pacific;0;0;1;251.662886;102.6369343;12.8456226;29.13775031
1988;16.52743;AUS;36;Asia Pacific;Asia Pacific;0;0;1;263.8781677;100.8850827;13.15506362;27.65333774
1989;16.792294;AUS;36;Asia Pacific;Asia Pacific;0;0;1;277.1475475;109.6025796;15.22576438;26.08192268
1990;17.041431;AUS;36;Asia Pacific;Asia Pacific;0;0;1;281.5614928;114.7550484;17.72239643;30.27508539
1991;17.271874;AUS;36;Asia Pacific;Asia Pacific;0;0;1;282.2470402;119.0390606;18.55245055;28.61304625
1992;17.485948;AUS;36;Asia Pacific;Asia Pacific;0;0;1;284.4703294;127.0193684;20.06328056;28.19835337
1993;17.687479;AUS;36;Asia Pacific;Asia Pacific;0;0;1;291.272861;127.6096359;20.96638246;26.30150667
1994;17.882737;AUS;36;Asia Pacific;Asia Pacific;0;0;1;301.9690413;130.4308127;24.06811405;28.31806649
1995;18.076743;AUS;36;Asia Pacific;Asia Pacific;0;0;1;311.3749361;136.8717102;25.44795215;26.66500505
1996;18.271685;AUS;36;Asia Pacific;Asia Pacific;0;0;1;320.5250448;141.0732809;25.48039807;28.06586186
1997;18.467588;AUS;36;Asia Pacific;Asia Pacific;0;0;1;330.6267776;153.8361384;25.48378939;29.78808112
1998;18.665045;AUS;36;Asia Pacific;Asia Pacific;0;0;1;339.9989566;157.5323977;26.03070327;28.20511711
1999;18.864112;AUS;36;Asia Pacific;Asia Pacific;0;0;1;356.6292295;166.1150405;26.40802501;27.47182337
2000;19.065837;AUS;36;Asia Pacific;Asia Pacific;0;0;1;358.0767531;171.6955963;26.82057646;37.09170612
2001;19.268533;AUS;36;Asia Pacific;Asia Pacific;0;0;1;360.3395384;185.5478044;28.06648137;34.3205053
2002;19.475191;AUS;36;Asia Pacific;Asia Pacific;0;0;1;365.2527545;191.2335624;28.37588968;34.10729258
2003;19.696972;AUS;36;Asia Pacific;Asia Pacific;0;0;1;372.1952035;197.6825197;29.01567141;29.52282915
2004;19.948429;AUS;36;Asia Pacific;Asia Pacific;0;0;1;385.8964526;205.4024967;30.89450783;25.78325124
2005;20.238903;AUS;36;Asia Pacific;Asia Pacific;0;0;1;383.6221659;215.0720933;32.87642278;25.32727775
2006;20.573606;AUS;36;Asia Pacific;Asia Pacific;0;0;1;405.352455;219.8487075;34.98041891;23.509512
2007;20.946664;AUS;36;Asia Pacific;Asia Pacific;0;0;1;409.5316542;227.0726805;36.75940223;24.47319139
2008;21.342493;AUS;36;Asia Pacific;Asia Pacific;0;0;1;420.5070115;233.9313415;35.8408456;24.1265093
2009;21.73904;AUS;36;Asia Pacific;Asia Pacific;0;0;1;414.7854723;242.7200246;40.15270234;22.37445655
2010;22.120064;AUS;36;Asia Pacific;Asia Pacific;0;0;1;408.6867996;250.6267812;46.44077158;24.53030243
2011;22.479799;AUS;36;Asia Pacific;Asia Pacific;0;0;1;414.6294937;245.1258269;47.85096417;21.52793383
2012;22.821849;AUS;36;Asia Pacific;Asia Pacific;0;0;1;406.6850672;265.8563364;51.18322816;21.3827055
2013;23.150729;AUS;36;Asia Pacific;Asia Pacific;0;0;1;401.8355561;285.7833892;53.13856224;17.80915354
2014;23.474668;AUS;36;Asia Pacific;Asia Pacific;0;0;1;408.8297269;305.8608036;57.30362865;19.0954154
2015;23.799556;AUS;36;Asia Pacific;Asia Pacific;0;0;1;413.2150988;305.6489205;65.38172158;16.98568127
2016;24.125848;AUS;36;Asia Pacific;Asia Pacific;0;0;1;418.3148989;306.6568816;82.90561093;15.60915236
2017;24.450561;AUS;36;Asia Pacific;Asia Pacific;0;0;1;412.2942426;298.9792812;97.00822233;14.9464368
2018;24.772247;AUS;36;Asia Pacific;Asia Pacific;0;0;1;416.5667322;301.0901439;111.8683362;15.16870553
1965;7.305158;AUT;40;Europe;Europe;0;1;1;39.52917825;;;
1966;7.35224;AUT;40;Europe;Europe;0;1;1;39.81909587;;;
1967;7.397171;AUT;40;Europe;Europe;0;1;1;40.1120296;;;
1968;7.439579;AUT;40;Europe;Europe;0;1;1;43.01202064;;;
1969;7.479346;AUT;40;Europe;Europe;0;1;1;46.05256058;;;
1970;7.516239;AUT;40;Europe;Europe;0;1;1;50.71292159;;;
1971;7.55034;AUT;40;Europe;Europe;0;1;1;53.33118075;;;
1972;7.581117;AUT;40;Europe;Europe;0;1;1;54.51050669;;;
1973;7.607065;AUT;40;Europe;Europe;0;1;1;57.90204722;;;
1974;7.62629;AUT;40;Europe;Europe;0;1;1;55.2037413;;;
1975;7.637689;AUT;40;Europe;Europe;0;1;1;53.27272038;;;
1976;7.640749;AUT;40;Europe;Europe;0;1;1;58.03526642;;;
1977;7.636576;AUT;40;Europe;Europe;0;1;1;53.84027877;;;
1978;7.627759;AUT;40;Europe;Europe;0;1;1;56.058426;;;
1979;7.617884;AUT;40;Europe;Europe;0;1;1;58.60545075;;;
1980;7.609752;AUT;40;Europe;Europe;0;1;1;57.12444261;;;
1981;7.604513;AUT;40;Europe;Europe;0;1;1;53.72895855;;;
1982;7.602181;AUT;40;Europe;Europe;0;1;1;51.15257662;;;
1983;7.603102;AUT;40;Europe;Europe;0;1;1;50.33072296;;;
1984;7.607293;AUT;40;Europe;Europe;0;1;1;51.98470836;;;
1985;7.614868;AUT;40;Europe;Europe;0;1;1;53.10484421;;;
1986;7.625393;AUT;40;Europe;Europe;0;1;1;52.75606291;;;
1987;7.639352;AUT;40;Europe;Europe;0;1;1;53.43515872;;;
1988;7.65884;AUT;40;Europe;Europe;0;1;1;51.81052989;;;
1989;7.686572;AUT;40;Europe;Europe;0;1;1;52.03773567;;;
1990;7.723949;AUT;40;Europe;Europe;0;1;1;55.88645716;;;
1991;7.772701;AUT;40;Europe;Europe;0;1;1;59.94886236;;;
1992;7.830933;AUT;40;Europe;Europe;0;1;1;55.61054977;;;
1993;7.892086;AUT;40;Europe;Europe;0;1;1;55.43035309;;;
1994;7.947209;AUT;40;Europe;Europe;0;1;1;55.67204004;;;
1995;7.990121;AUT;40;Europe;Europe;0;1;1;59.69301276;;;
1996;8.017863;AUT;40;Europe;Europe;0;1;1;61.45139969;;;
1997;8.032876;AUT;40;Europe;Europe;0;1;1;61.83193358;;;
1998;8.04105;AUT;40;Europe;Europe;0;1;1;61.90688111;;;
1999;8.051113;AUT;40;Europe;Europe;0;1;1;61.54594537;;;
2000;8.069276;AUT;40;Europe;Europe;0;1;1;61.58544029;;;
2001;8.097748;AUT;40;Europe;Europe;0;1;1;66.39292591;;;
2002;8.134412;AUT;40;Europe;Europe;0;1;1;67.31184783;;;
2003;8.175852;AUT;40;Europe;Europe;0;1;1;73.30810702;;;
2004;8.216805;AUT;40;Europe;Europe;0;1;1;71.97174685;;;
2005;8.25365;AUT;40;Europe;Europe;0;1;1;73.95358118;;;
2006;8.284735;AUT;40;Europe;Europe;0;1;1;71.87172763;;;
2007;8.311783;AUT;40;Europe;Europe;0;1;1;68.18721333;;;
2008;8.338453;AUT;40;Europe;Europe;0;1;1;69.00759514;;;
2009;8.370038;AUT;40;Europe;Europe;0;1;1;62.8973843;;;
2010;8.409949;AUT;40;Europe;Europe;0;1;1;68.08057067;;;
2011;8.459864;AUT;40;Europe;Europe;0;1;1;62.44570977;;;
2012;8.517548;AUT;40;Europe;Europe;0;1;1;60.37321439;;;
2013;8.577782;AUT;40;Europe;Europe;0;1;1;59.60300827;;;
2014;8.63322;AUT;40;Europe;Europe;0;1;1;56.40001601;;;
2015;8.678657;AUT;40;Europe;Europe;0;1;1;59.3567501;;;
2016;8.712137;AUT;40;Europe;Europe;0;1;1;59.69515406;;;
2017;8.735453;AUT;40;Europe;Europe;0;1;1;62.47885281;;;
2018;8.75182;AUT;40;Europe;Europe;0;1;1;61.20109343;;;
1965;4.59261;AZE;31;CIS;CIS;0;0;0;;;;
1966;4.721525;AZE;31;CIS;CIS;0;0;0;;;;
1967;4.84387;AZE;31;CIS;CIS;0;0;0;;;;
1968;4.960235;AZE;31;CIS;CIS;0;0;0;;;;
1969;5.07193;AZE;31;CIS;CIS;0;0;0;;;;
1970;5.180025;AZE;31;CIS;CIS;0;0;0;;;;
1971;5.284532;AZE;31;CIS;CIS;0;0;0;;;;
1972;5.385267;AZE;31;CIS;CIS;0;0;0;;;;
1973;5.483084;AZE;31;CIS;CIS;0;0;0;;;;
1974;5.579077;AZE;31;CIS;CIS;0;0;0;;;;
1975;5.674137;AZE;31;CIS;CIS;0;0;0;;;;
1976;5.768724;AZE;31;CIS;CIS;0;0;0;;;;
1977;5.863134;AZE;31;CIS;CIS;0;0;0;;;;
1978;5.957929;AZE;31;CIS;CIS;0;0;0;;;;
1979;6.053645;AZE;31;CIS;CIS;0;0;0;;;;
1980;6.150738;AZE;31;CIS;CIS;0;0;0;;;;
1981;6.24932;AZE;31;CIS;CIS;0;0;0;;;;
1982;6.349558;AZE;31;CIS;CIS;0;0;0;;;;
1983;6.452076;AZE;31;CIS;CIS;0;0;0;;;;
1984;6.557585;AZE;31;CIS;CIS;0;0;0;;;;
1985;6.666455;AZE;31;CIS;CIS;0;0;0;50.36119325;;11.79467961;13.23
1986;6.778633;AZE;31;CIS;CIS;0;0;0;54.18808761;;11.40068534;13.maj
1987;cze.35;AZE;31;CIS;CIS;0;0;0;52.18074211;;10.47857108;13.91
1988;7.010036;AZE;31;CIS;CIS;0;0;0;52.14116959;;9.975599672;13.74
1989;7.126891;AZE;31;CIS;CIS;0;0;0;52.84916183;;9.304971123;13.16
1990;7.24277;AZE;31;CIS;CIS;0;0;0;54.32949255;;8.299028299;12.maj
1991;7.357956;AZE;31;CIS;CIS;0;0;0;51.95479931;;7.209256906;lis.37
1992;7.471933;AZE;31;CIS;CIS;0;0;0;44.03208062;;6.622456925;lis.57
1993;7.581761;AZE;31;CIS;CIS;0;0;0;41.45881224;;5.70034267;paü.13
1994;7.683709;AZE;31;CIS;CIS;0;0;0;37.85008549;;5.365028395;wrz.28
1995;7.775426;AZE;31;CIS;CIS;0;0;0;35.82723338;;5.532685533;9.1617
1996;7.855553;AZE;31;CIS;CIS;0;0;0;29.26050223;;4.926604981;9.1004
1997;7.925669;AZE;31;CIS;CIS;0;0;0;27.85644956;;4.691884989;9.027
1998;7.989904;AZE;31;CIS;CIS;0;0;0;27.83756976;;4.378366142;11.449
1999;8.054125;AZE;31;CIS;CIS;0;0;0;27.23089567;;4.691884989;13.851
2000;8.122741;AZE;31;CIS;CIS;0;0;0;28.42427624;;4.423633569;14.069
